"day","node","q05","q5","q95","mean","q10","q25","q75","q90","q025","q975","measure","date"
100,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-10
101,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-11
102,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-12
103,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-13
104,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-14
105,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-15
106,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-16
107,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-17
108,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-18
109,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-19
110,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-20
111,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-21
112,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-22
113,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-23
114,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-24
115,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-25
116,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-26
117,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-27
118,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-28
119,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-29
120,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-04-30
121,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00304878048780488,0,0,0,0,0,0,"waits",2023-05-01
122,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-02
123,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-03
124,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-04
125,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-05
126,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-06
127,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-07
128,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-08
129,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-09
130,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-10
131,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-11
132,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-12
133,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-13
134,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-14
135,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-15
136,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-16
137,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-17
138,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-18
139,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-19
140,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-20
141,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-21
142,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-22
143,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00307692307692308,0,0,0,0,0,0,"waits",2023-05-23
144,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-24
145,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-25
146,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-26
147,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00779220779220779,0,0,0,0,0,0,"waits",2023-05-27
148,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-28
149,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-29
150,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-30
151,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-05-31
152,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-01
153,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-02
154,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-03
155,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-04
156,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-05
157,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-06
158,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-07
159,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-08
160,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-09
161,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-10
162,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-11
163,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-12
164,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-13
165,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-14
166,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-15
167,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00276243093922652,0,0,0,0,0,0,"waits",2023-06-16
168,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-17
169,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-18
170,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-19
171,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-20
172,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-21
173,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-22
174,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-23
175,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-24
176,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00286532951289398,0,0,0,0,0,0,"waits",2023-06-25
177,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-26
178,"P1_SG_BCap_Blos_S1Arr",0,0,0,0.00316455696202532,0,0,0,0,0,0,"waits",2023-06-27
179,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-28
180,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-29
181,"P1_SG_BCap_Blos_S1Arr",0,0,0,0,0,0,0,0,0,0,"waits",2023-06-30
1,"P1_SG_BCap_S1los_S1Arr",47,53,58.55,52.88,48.9,50,55,58,46.225,59,"niq",2023-01-01
2,"P1_SG_BCap_S1los_S1Arr",23,29,35.55,29.4,24,27,32,35,20.675,36,"niq",2023-01-02
3,"P1_SG_BCap_S1los_S1Arr",6.9,18,27,17.34,10,14.25,20.75,25,6,28.55,"niq",2023-01-03
4,"P1_SG_BCap_S1los_S1Arr",0,12,24.55,11.76,1.8,6.25,17,21.2,0,25,"niq",2023-01-04
5,"P1_SG_BCap_S1los_S1Arr",0,5,19.55,7.04,0,0,12,17,0,20.775,"niq",2023-01-05
6,"P1_SG_BCap_S1los_S1Arr",0,0.5,20.55,4.62,0,0,6.75,14,0,24.1,"niq",2023-01-06
7,"P1_SG_BCap_S1los_S1Arr",0,0,15.85,2.86,0,0,3,8.1,0,22.1,"niq",2023-01-07
8,"P1_SG_BCap_S1los_S1Arr",0,0,6.49999999999997,0.74,0,0,0,0,0,11.775,"niq",2023-01-08
9,"P1_SG_BCap_S1los_S1Arr",0,0,0.549999999999997,0.12,0,0,0,0,0,1.775,"niq",2023-01-09
10,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-10
11,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-11
12,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-12
13,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-13
14,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-14
15,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-15
16,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-16
17,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-17
18,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-18
19,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-19
20,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-20
21,"P1_SG_BCap_S1los_S1Arr",0,0,0,0.02,0,0,0,0,0,0,"niq",2023-01-21
22,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-22
23,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-23
24,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-24
25,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-25
26,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-26
27,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-27
28,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-28
29,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-29
30,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-30
31,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-01-31
32,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-01
33,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-02
34,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-03
35,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-04
36,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-05
37,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-06
38,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-07
39,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-08
40,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-09
41,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-10
42,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-11
43,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-12
44,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-13
45,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-14
46,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-15
47,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-16
48,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-17
49,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-18
50,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-19
51,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-20
52,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-21
53,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-22
54,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-23
55,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-24
56,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-25
57,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-26
58,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-27
59,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-02-28
60,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-01
61,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-02
62,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-03
63,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-04
64,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-05
65,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-06
66,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-07
67,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-08
68,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-09
69,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-10
70,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-11
71,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-12
72,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-13
73,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-14
74,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-15
75,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-16
76,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-17
77,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-18
78,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-19
79,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-20
80,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-21
81,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-22
82,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-23
83,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-24
84,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-25
85,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-26
86,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-27
87,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-28
88,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-29
89,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-30
90,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-31
91,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-01
92,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-02
93,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-03
94,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-04
95,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-05
96,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-06
97,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-07
98,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-08
99,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-09
100,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-10
101,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-11
102,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-12
103,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-13
104,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-14
105,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-15
106,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-16
107,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-17
108,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-18
109,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-19
110,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-20
111,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-21
112,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-22
113,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-23
114,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-24
115,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-25
116,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-26
117,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-27
118,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-28
119,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-29
120,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-30
121,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-01
122,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-02
123,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-03
124,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-04
125,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-05
126,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-06
127,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-07
128,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-08
129,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-09
130,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-10
131,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-11
132,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-12
133,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-13
134,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-14
135,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-15
136,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-16
137,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-17
138,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-18
139,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-19
140,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-20
141,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-21
142,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-22
143,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-23
144,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-24
145,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-25
146,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-26
147,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-27
148,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-28
149,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-29
150,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-30
151,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-31
152,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-01
153,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-02
154,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-03
155,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-04
156,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-05
157,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-06
158,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-07
159,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-08
160,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-09
161,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-10
162,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-11
163,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-12
164,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-13
165,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-14
166,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-15
167,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-16
168,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-17
169,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-18
170,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-19
171,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-20
172,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-21
173,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-22
174,"P1_SG_BCap_S1los_S1Arr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-23
